completed_at,merchant,category,amount,first,last,gender,street,city,state,role,currency
2019-09-07T12:47:22,Dibbert and Sons,entertainment,20.66,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,Materials engineer,CAD
2020-01-13T23:22:50,Lynch Ltd,shopping_pos,3.57,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,Chief Executive Officer,USD
2019-05-29T03:52:10,"Romaguera, Cruickshank and Greenholt",shopping_net,9.64,Tabitha,Reyes,F,20938 Barbara Viaduct,New York City,NY,"Pharmacist, hospital",CAD
2019-07-13T22:39:08,"Hyatt, Russel and Gleichner",health_fitness,73.59,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,Volunteer coordinator,CAD
2019-12-31T00:35:52,Beier LLC,entertainment,3.96,Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,Copy,CAD
2019-05-02T15:52:33,Crona and Sons,kids_pets,16.66,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,Television production assistant,USD
2020-03-26T03:33:13,Bogisich Inc,grocery_pos,143.16,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,Senior tax professional/tax inspector,CAD
2019-11-03T18:35:41,Wilkinson PLC,kids_pets,28.75,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,Secondary school teacher,USD
2019-03-05T23:36:44,Champlin and Sons,home,64.84,Scott,Fuller,M,861 Karen Common,Haw River,NC,Paramedic,CAD
2020-05-21T06:54:56,Larson-Moen,entertainment,35.01,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,Cytogeneticist,CAD
2019-07-01T05:00:43,Rodriguez Group,gas_transport,74.83,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,Electrical engineer,USD
2020-03-02T21:01:52,Cormier LLC,health_fitness,148.32,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,Medical sales representative,CAD
2019-09-01T15:20:01,Kassulke Inc,entertainment,117.74,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,Management consultant,USD
2019-03-02T21:51:06,"Yost, Schamberger and Windler",kids_pets,42.36,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,Firefighter,USD
2019-10-12T17:06:02,"Hahn, Douglas and Schowalter",travel,2.29,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,Ceramics designer,CAD
2019-08-27T17:17:18,"Mante, Luettgen and Hackett",health_fitness,21.25,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,"Surveyor, rural practice",CAD
2019-03-22T05:17:14,Bailey-Morar,grocery_pos,96.29,Christie,Williamson,F,519 Jerry Views,Avoca,IA,Engineering geologist,USD
2019-09-28T19:52:28,Homenick LLC,personal_care,97.24,Joel,Rivera,M,121 Solis Summit Apt. 934,Tryon,OK,"Psychotherapist, child",CAD
2020-06-12T01:49:19,"Moen, Reinger and Murphy",grocery_pos,60.68,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,Further education lecturer,CAD
2019-06-03T23:32:00,Dickinson Ltd,personal_care,12.98,Spencer,Williams,M,1145 Tony Drive Suite 080,Watertown,MN,Licensed conveyancer,CAD
2019-12-13T01:21:18,Reynolds-Schinner,misc_pos,85.72,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,"Pilot, airline",CAD
2019-04-10T01:25:15,Jacobi and Sons,shopping_pos,1.07,Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,Product manager,CAD
2019-03-25T00:09:20,Hackett-Lueilwitz,grocery_pos,71.98,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,Art gallery manager,CAD
2019-06-27T15:41:39,"Lesch, D'Amore and Brown",food_dining,9.65,Candice,Brown,F,9412 Harris Mews,O Brien,TX,Warden/ranger,CAD
2019-03-25T21:08:46,Quitzon-Goyette,home,77.9,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,Fisheries officer,CAD
2020-03-20T19:21:28,Friesen Ltd,health_fitness,73.05,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,Exhibition designer,USD
2020-05-11T11:54:03,"Streich, Hansen and Veum",gas_transport,58.63,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,Forensic psychologist,CAD
2019-06-21T11:27:14,Cummings LLC,gas_transport,64.33,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,Chiropodist,CAD
2019-07-20T13:50:56,Grimes LLC,entertainment,95.25,Laura,Walker,F,611 Michael Rue,Cisco,IL,Landscape architect,CAD
2019-07-25T12:59:27,Schmeler Inc,misc_pos,27.14,Susan,Hardy,F,516 Brown Parks,Manistique,MI,Trade mark attorney,CAD
2019-12-08T07:02:17,"Heller, Gutmann and Zieme",grocery_pos,82.05,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,Claims inspector/assessor,CAD
2019-12-20T20:59:41,Lubowitz-Walter,kids_pets,130.09,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,Naval architect,USD
2019-12-03T10:26:46,"Heller, Gutmann and Zieme",grocery_pos,99.88,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,Glass blower/designer,CAD
2019-07-04T17:51:45,"Boehm, Predovic and Reinger",misc_pos,57.19,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,Field seismologist,CAD
2019-08-30T16:27:06,Breitenberg LLC,travel,8.08,Erin,Chavez,F,3379 Williams Common,Littleton,CO,Water engineer,CAD
2020-03-23T21:18:25,Pacocha-Bauch,shopping_pos,4.52,James,Leon,M,826 Benjamin Stravenue,Alexandria,VA,"Scientist, biomedical",CAD
2020-05-29T11:00:33,Torp-Labadie,gas_transport,55.6,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,Exhibition designer,CAD
2020-06-21T08:35:36,Deckow-O'Conner,grocery_pos,106.3,Stanley,Dickson,M,078 Alex Fields,Smock,PA,Charity fundraiser,CAD
2020-06-16T14:35:42,"Ledner, Hartmann and Feest",health_fitness,47.96,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,Futures trader,CAD
2019-08-10T22:27:37,"Hahn, Bahringer and McLaughlin",personal_care,66.04,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,Tourist information centre manager,CAD
2019-12-30T12:40:29,"Haley, Batz and Auer",health_fitness,121.52,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,Administrator,CAD
2019-12-29T18:22:19,Schoen-Quigley,kids_pets,33.5,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,Materials engineer,CAD
2019-05-24T19:49:24,"Wuckert, Wintheiser and Friesen",home,84.26,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,Naval architect,CAD
2020-03-12T22:57:29,Fisher-Schowalter,shopping_net,8.76,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,Regulatory affairs officer,USD
2019-12-02T15:51:51,"Crist, Jakubowski and Littel",home,97.44,Haley,Wagner,F,05561 Farrell Crescent,Annapolis,MD,"Accountant, chartered certified",CAD
2020-03-31T20:03:42,Ernser-Feest,home,91.5,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,Sub,USD
2020-05-24T22:59:58,Schumm PLC,health_fitness,48.09,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,Television production assistant,CAD
2020-01-20T09:43:48,Kutch LLC,gas_transport,92.5,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,"Copywriter, advertising",CAD
2019-08-05T15:03:38,"Turcotte, Batz and Buckridge",health_fitness,16.78,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,Medical sales representative,CAD
2019-12-22T17:00:02,Hilpert-Conroy,kids_pets,49.13,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,Systems analyst,CAD
2019-07-20T16:16:03,Daugherty-Thompson,food_dining,1.04,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,Secondary school teacher,CAD
2019-06-14T07:22:13,Rutherford-Mertz,grocery_pos,98.24,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,Manufacturing engineer,USD
2019-05-27T13:21:49,Jacobi and Sons,shopping_pos,1.2,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,Seismic interpreter,CAD
2019-12-27T16:36:10,Bartoletti and Sons,personal_care,8.02,Cody,Miller,M,25748 John Wells,Mooresville,NC,Control and instrumentation engineer,USD
2019-01-20T05:18:09,Brekke and Sons,gas_transport,58.42,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,Prison officer,CAD
2020-03-27T23:29:30,"Crist, Jakubowski and Littel",home,53.9,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,"Surveyor, land/geomatics",USD
2019-03-16T13:24:37,Wilkinson Ltd,entertainment,100.1,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,Freight forwarder,CAD
2019-01-21T08:15:59,"Kovacek, Dibbert and Ondricka",grocery_pos,118.78,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,Research scientist (maths),USD
2020-03-08T22:06:14,"Dare, Casper and Bartoletti",kids_pets,32.2,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,Magazine features editor,CAD
2019-09-15T04:34:41,Bernhard Inc,gas_transport,50.37,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,Systems developer,CAD
2019-03-13T22:18:35,Friesen-Ortiz,personal_care,85.68,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,Dance movement psychotherapist,USD
2019-02-07T06:21:45,"Kutch, Hermiston and Farrell",gas_transport,44.88,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,Systems analyst,CAD
2020-06-19T06:45:52,"Roob, Conn and Tremblay",shopping_pos,118.11,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,Chief Financial Officer,CAD
2020-04-21T08:17:09,Paucek-Wiza,grocery_net,72.61,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,Biomedical engineer,CAD
2020-04-30T11:18:59,"Stroman, Hudson and Erdman",gas_transport,74.93,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,Naval architect,CAD
2019-04-30T19:21:10,Jakubowski Inc,home,81.85,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,Soil scientist,USD
2020-03-23T18:13:40,Renner Ltd,home,10.65,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,Call centre manager,USD
2019-03-20T09:27:38,"Bahringer, Schoen and Corkery",shopping_pos,6.9,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,Systems analyst,CAD
2020-05-30T23:31:39,Daugherty LLC,kids_pets,50.89,William,Jenkins,M,50614 Kevin Point,Harper,TX,"Pharmacist, community",USD
2019-12-10T17:47:28,"Crist, Jakubowski and Littel",home,20.23,Jacqueline,Caldwell,F,54220 April Union Suite 403,Riverview,MI,Writer,CAD
2019-12-21T04:16:05,Cummerata-Jones,gas_transport,90.6,Jacqueline,Prince,F,27823 Andrew Underpass Suite 948,Metairie,LA,Advertising account planner,CAD
2019-07-14T15:04:03,"Cormier, Stracke and Thiel",entertainment,25.31,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,"Engineer, production",CAD
2019-06-17T19:04:09,"Heathcote, Yost and Kertzmann",shopping_net,13.42,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,Geochemist,CAD
2019-09-22T09:23:04,Bauch-Raynor,grocery_pos,63.68,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,"Teacher, secondary school",CAD
2019-02-24T00:16:24,Kassulke Inc,entertainment,8.64,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,Insurance underwriter,CAD
2019-10-10T21:26:39,Erdman-Ebert,personal_care,1.43,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,Advertising account planner,CAD
2020-05-26T18:24:33,"Nitzsche, Kessler and Wolff",shopping_pos,5.12,Janet,Turner,F,0925 Lang Extensions,Shields,ND,Film/video editor,CAD
2019-01-01T17:03:45,Kerluke-Abshire,shopping_net,9.17,Dawn,Tucker,F,789 Herring Manors,Houston,TX,"Copywriter, advertising",CAD
2019-02-18T05:53:04,Corwin-Collins,gas_transport,62.08,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,Armed forces training and education officer,CAD
2020-03-04T04:44:54,Cormier LLC,shopping_net,31.28,Robert,Drake,M,463 Willie Estates,Burbank,OK,Sub,CAD
2019-01-05T19:49:03,"Denesik, Powlowski and Pouros",home,26.15,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,"Teacher, special educational needs",CAD
2019-12-09T00:19:36,Durgan-Auer,misc_net,55.46,Melissa,Brown,F,330 Montoya Ramp,Washington,DC,Prison officer,CAD
2019-10-21T22:31:46,Greenholt Ltd,health_fitness,16.25,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,Cytogeneticist,USD
2019-06-02T23:31:48,"Hauck, Dietrich and Funk",kids_pets,48.13,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,Freight forwarder,CAD
2019-11-17T20:33:23,"Schoen, Nienow and Bauch",personal_care,15.05,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,Herpetologist,CAD
2020-04-08T00:43:45,"Ferry, Lynch and Kautzer",misc_net,49.85,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,Media buyer,USD
2019-12-13T21:36:53,Turcotte-Halvorson,misc_pos,1.39,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,Educational psychologist,CAD
2020-03-17T10:27:39,Bauch-Raynor,grocery_pos,108.0,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,"Surveyor, land/geomatics",CAD
2020-06-21T04:13:53,Bashirian Group,shopping_net,85.74,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,"Development worker, community",CAD
2019-01-17T21:03:27,Fadel Inc,health_fitness,75.2,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,Television/film/video producer,CAD
2019-10-01T20:22:17,Bauch-Blanda,entertainment,64.52,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,"Psychologist, forensic",USD
2019-11-20T22:12:39,Abbott-Rogahn,entertainment,62.01,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,Orthoptist,USD
2019-07-31T12:23:28,Bins-Howell,personal_care,58.4,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,Clothing/textile technologist,CAD
2019-03-03T05:25:09,"Swaniawski, Bahringer and Ledner",grocery_net,52.43,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,Petroleum engineer,CAD
2019-12-01T07:05:56,Klocko LLC,misc_net,28.62,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,Retail banker,USD
2019-10-30T12:12:27,"Cole, Hills and Jewess",home,18.19,Willie,Jordan,M,529 West Key,Spearsville,LA,"Psychologist, forensic",USD
2019-10-23T08:22:02,Gutmann Ltd,grocery_net,42.23,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,"Doctor, hospital",USD
2019-12-11T12:13:38,"Prosacco, Kreiger and Kovacek",home,59.57,Thomas,Mathis,M,26615 Nelson Lane,Moores Hill,IN,Sub,CAD
2019-12-20T15:52:32,Berge-Hills,kids_pets,25.97,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,"Scientist, research (maths)",CAD
2020-03-25T19:52:59,"McCullough, Hudson and Schuster",food_dining,54.97,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,Horticultural therapist,CAD
2019-03-21T01:42:27,Volkman-Predovic,shopping_net,48.33,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,Architectural technologist,USD
2020-03-23T14:53:28,Nader-Maggio,personal_care,14.3,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,"Psychotherapist, child",CAD
2020-05-20T08:14:36,Boyer PLC,shopping_net,3.71,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,"Engineer, production",CAD
2019-01-24T01:02:12,Doyle Ltd,grocery_pos,106.45,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,Petroleum engineer,CAD
2019-09-15T23:55:32,Bartoletti and Sons,personal_care,114.0,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,Statistician,CAD
2019-05-26T08:37:56,Koss and Sons,gas_transport,55.23,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,Chief Technology Officer,CAD
2019-05-31T22:21:20,"Douglas, DuBuque and McKenzie",travel,2.1,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,Music tutor,USD
2020-03-07T15:48:32,Hirthe-Beier,health_fitness,38.09,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,Barrister,USD
2020-04-05T22:06:43,Grimes LLC,entertainment,37.45,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,"Engineer, production",USD
2019-12-21T12:16:55,"Prosacco, Kreiger and Kovacek",home,12.2,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,"Librarian, academic",CAD
2019-02-16T21:13:42,"Lowe, Dietrich and Erdman",kids_pets,106.8,Ashley,Blanchard,F,292 Lowe Dam Suite 858,West Palm Beach,FL,Historic buildings inspector/conservation officer,CAD
2019-08-23T16:04:45,"Cole, Hills and Jewess",home,115.97,Janet,Turner,F,0925 Lang Extensions,Shields,ND,Film/video editor,CAD
2019-10-16T03:59:52,"Boehm, Block and Jakubowski",misc_pos,42.96,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,"Therapist, occupational",CAD
2019-12-30T02:14:55,Hackett-Lueilwitz,grocery_pos,315.76,Brandy,Johnson,F,446 Daniel View Suite 663,Benton,TN,Dancer,CAD
2020-03-09T12:55:41,Waelchi Inc,kids_pets,53.44,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,Firefighter,CAD
2019-06-22T15:47:30,Hammes-Beatty,kids_pets,69.13,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,Armed forces training and education officer,CAD
2020-02-10T17:20:11,"Little, Gutmann and Lynch",shopping_net,1.48,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,Electrical engineer,CAD
2020-05-08T18:18:07,"Dare, Fritsch and Zboncak",health_fitness,24.81,Katherine,Pennington,F,73869 Connie Prairie,Vienna,GA,Phytotherapist,CAD
2020-05-16T14:32:26,Botsford Ltd,shopping_pos,262.34,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,Electrical engineer,CAD
2020-04-07T08:39:24,Kris-Padberg,shopping_pos,157.61,Bradley,Martinez,M,3426 David Divide Suite 717,Burns Flat,OK,Politician's assistant,CAD
2019-12-08T14:22:27,Kub PLC,personal_care,3.31,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,"Optician, dispensing",CAD
2019-07-28T04:34:56,Schamberger-O'Keefe,grocery_pos,63.85,Justin,Bell,M,954 Green Wall,Churubusco,IN,"Research officer, trade union",CAD
2020-01-22T23:16:03,"Watsica, Haag and Considine",shopping_pos,4.31,Dwayne,Martinez,M,490 Baldwin Alley Apt. 468,Crownpoint,NM,IT consultant,USD
2019-10-03T07:38:49,Friesen-Stamm,gas_transport,62.22,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,Hospital doctor,USD
2019-07-08T04:50:42,Lind-Buckridge,entertainment,2.17,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,Event organiser,CAD
2019-12-13T09:38:14,Wolf Inc,grocery_pos,125.05,Robert,Drake,M,463 Willie Estates,Burbank,OK,Sub,CAD
2019-08-25T12:22:08,Hermann-Gaylord,misc_pos,113.33,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,Claims inspector/assessor,CAD
2019-11-16T05:50:19,Schmitt Inc,gas_transport,39.44,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,"Engineer, communications",CAD
2019-12-22T11:51:25,Bartoletti-Wunsch,gas_transport,79.1,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,"Editor, film/video",CAD
2020-02-28T09:30:32,"Olson, Becker and Koch",gas_transport,38.46,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,Retail banker,CAD
2019-08-29T23:36:32,"Romaguera, Wehner and Tromp",kids_pets,124.81,Jared,Walters,M,3326 Hannah Fords,Cord,AR,"Designer, ceramics/pottery",CAD
2020-04-07T09:48:39,Harris Inc,gas_transport,45.78,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,Comptroller,USD
2019-01-06T11:50:35,Zemlak Group,misc_net,43.64,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,Science writer,CAD
2019-06-23T23:03:04,Gibson-Deckow,entertainment,18.34,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,Child psychotherapist,USD
2020-03-06T16:47:20,Jacobi and Sons,shopping_pos,12.32,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,Educational psychologist,CAD
2019-06-26T12:58:50,Bins-Howell,personal_care,67.65,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,Trade mark attorney,CAD
2019-09-30T05:32:10,Corwin-Collins,gas_transport,44.68,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,"Programme researcher, broadcasting/film/video",CAD
2019-12-08T10:31:57,"Schuppe, Nolan and Hoeger",shopping_pos,5.24,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,"Investment banker, corporate",CAD
2019-10-01T04:55:23,"Goldner, Kovacek and Abbott",grocery_pos,93.91,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,"Designer, interior/spatial",CAD
2019-12-16T12:47:07,Leannon-Nikolaus,travel,6.14,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,"Scientist, physiological",CAD
2020-04-12T19:35:48,Wilkinson PLC,kids_pets,26.8,Alan,Parsons,M,0547 Russell Ford Suite 574,Kirk,CO,Network engineer,USD
2020-03-08T20:09:48,Abbott-Rogahn,entertainment,68.46,Matthew,Myers,M,4936 Michelle Points,Tower Hill,IL,Radio broadcast assistant,CAD
2020-01-04T17:30:12,"Cormier, Stracke and Thiel",entertainment,44.26,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,IT trainer,CAD
2019-12-01T10:21:58,"Schumm, Bauch and Ondricka",grocery_pos,77.79,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,Acupuncturist,CAD
2019-07-05T10:24:47,Hackett-Lueilwitz,grocery_pos,51.48,John,Williams,M,8929 Phillips Corners Suite 259,Harmony,PA,Bookseller,CAD
2019-12-29T20:40:59,Kuhic LLC,shopping_net,2.93,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,Tax inspector,CAD
2019-06-18T10:54:10,Price Inc,shopping_net,93.36,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,Television/film/video producer,CAD
2019-12-06T05:11:12,Wiza LLC,misc_pos,40.9,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,"Psychologist, forensic",CAD
2019-09-11T12:18:18,Waelchi-Wolf,kids_pets,8.33,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,"Surveyor, land/geomatics",CAD
2019-12-31T16:50:48,Reilly and Sons,health_fitness,57.05,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,Tourism officer,CAD
2020-02-01T08:35:14,Bradtke PLC,grocery_pos,201.23,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,Higher education careers adviser,CAD
2019-06-06T09:54:18,Schamberger-O'Keefe,grocery_pos,37.29,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,Fitness centre manager,CAD
2020-04-19T22:50:40,Goyette-Gerhold,kids_pets,87.86,Scott,Fuller,M,861 Karen Common,Haw River,NC,Paramedic,CAD
2019-08-05T14:50:54,Roberts-Beahan,misc_pos,55.07,Angela,Edwards,F,486 Wilkins Pines,Lithopolis,OH,"Lecturer, higher education",CAD
2019-07-11T22:48:59,Sporer-Keebler,personal_care,54.04,John,Hudson,M,886 Nicole Key,Stillwater,OK,Cabin crew,USD
2019-05-27T02:43:25,"Tillman, Dickinson and Labadie",gas_transport,90.02,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,"Designer, furniture",USD
2020-06-11T07:14:08,Lind-Buckridge,entertainment,8.32,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,"Psychologist, sport and exercise",CAD
2020-03-07T18:01:04,Zboncak Ltd,food_dining,27.84,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,Careers information officer,CAD
2020-01-07T08:47:47,Klocko LLC,misc_net,5.28,Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,Product manager,USD
2019-12-14T14:58:06,Botsford Ltd,shopping_pos,4.92,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,"Engineer, drilling",USD
2019-08-11T04:52:54,Bruen-Yost,misc_pos,4.71,Laura,Casey,F,6114 Moran Way,Steuben,ME,Make,USD
